ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	TURCHINID	INFOMAP
56	Singhi	right	toux	t o u x	519	120 887 868 778	1019	baub1235	1 7 7 3	AXYN	TUYG	15	15.T.C 15.U.V 15.Y.V 15.G.c	2.0 1.5 1.3 0.8	0	1872	1270
57	Banggi	right	kikuan	k i k u a n	-184	838 1076 838 868 997 107	1019	bong1289	1 7 1 7 7 4	AXBYYN	KIKYAN	1	1.K.C 1.I.V 1.K.C 1.Y.V 1.A.V 1.N.c	2.0 1.5 1.75 1.3 1.3 0.8	0	1859	1269
99	Maloh	road/path	dalan	d a l a n	95	145 997 554 997 107	667	emba1238	1 7 5 7 4	AXBYN	TALAN	10	10.T.C 10.A.V 10.L.C 10.A.V 10.N.c	2.0 1.5 1.75 1.3 0.8	0	1882	1279
100	Merina_Malagasy	road/path	lalana	l a l a n a	95	554 997 554 997 107 997	667	plat1254	5 7 5 7 4 7	AXBYBZ	LALANA	11	11.L.C 11.A.V 11.L.C 11.A.V 11.N.C 11.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1880	1279
101	Thao	road/path	saran	s a r a n	95	89 997 153 997 107	667	thao1240	3 7 5 7 4	AXBYN	SARAN	17	17.S.C 17.A.V 17.R.C 17.A.V 17.N.c	2.0 1.5 1.75 1.3 0.8	0	1891	1279
102	Palauan	road/path	rael	r a e l	95	153 997 1089 554	667	pala1344	5 7 7 5	AXYN	RAEL	14	14.R.C 14.A.V 14.E.V 14.L.c	2.0 1.5 1.3 0.8	0	1880	1282
103	Tunjung	road/path	loroŋ	l o r o ŋ	95	554 887 153 887 801	667	tunj1244	5 7 5 7 4	AXBYN	LURUN	19	19.L.C 19.U.V 19.R.C 19.U.V 19.N.c	2.0 1.5 1.75 1.3 0.8	0	1880	1279
104	Bare'e	road/path	jaja	j a j a	95	570 997 570 997	667	pamo1252	6 7 6 7	AXBZ	JAJA	3	3.J.C 3.A.V 3.J.C 3.A.V	2.0 1.5 1.75 0.8	0	1878	1280
105	Iban	road/path	jalai	j a l a i	95	570 997 554 997 1076	667	iban1264	6 7 5 7 7	AXBYZ	JALAI	8	8.J.C 8.A.V 8.L.C 8.A.V 8.I.V	2.0 1.5 1.75 1.3 0.8	1	1883	1280
106	Berawan_Long_Terawan	road/path	ilan	i l a n	95	1076 554 997 107	667	west2564	7 5 7 4	XBYN	ILAN	4	4.I.V 4.L.C 4.A.V 4.N.c	1.5 1.75 1.3 0.8	0	1879	1279
107	Hanunoo	road/path	dalan	d a l a n	95	145 997 554 997 107	667	hanu1241	1 7 5 7 4	AXBYN	TALAN	7	7.T.C 7.A.V 7.L.C 7.A.V 7.N.c	2.0 1.5 1.75 1.3 0.8	0	1882	1279
108	Wuna	road/path	sala	s a l a	95	89 997 554 997	667	muna1247	3 7 5 7	AXBZ	SALA	20	20.S.C 20.A.V 20.L.C 20.A.V	2.0 1.5 1.75 0.8	0	1891	1279
109	Tetum	road/path	dalan	d a l a n	95	145 997 554 997 107	667	tetu1246	1 7 5 7 4	AXBYN	TALAN	16	16.T.C 16.A.V 16.L.C 16.A.V 16.N.c	2.0 1.5 1.75 1.3 0.8	0	1882	1279
110	Mailu	road/path	laea	l a e a	1938	554 997 1089 997	667	mail1248	5 7 7 7	AXYZ	LAEA	9	9.L.C 9.A.V 9.E.V 9.A.V	2.0 1.5 1.3 0.8	0	1884	1281
111	Tsou	road/path	ceonʉ	c e o n ʉ	95	606 1089 887 107 968	667	tsou1248	1 7 7 4 7	AXYBZ	CEUNY	18	18.C.C 18.E.V 18.U.V 18.N.C 18.Y.V	2.0 1.5 1.3 1.75 0.8	0	1892	1283
112	Nias	road/path	lala	l a l a	95	554 997 554 997	667	nias1242	5 7 5 7	AXBZ	LALA	13	13.L.C 13.A.V 13.L.C 13.A.V	2.0 1.5 1.75 0.8	0	1880	1279
113	Central Amis	road/path	lalan	l a l a n	95	554 997 554 997 107	667	amis1246	5 7 5 7 4	AXBYN	LALAN	5	5.L.C 5.A.V 5.L.C 5.A.V 5.N.c	2.0 1.5 1.75 1.3 0.8	0	1880	1279
114	Chamorro	road/path	cʰalan	cʰ a l a n	95	604 997 554 997 107	667	cham1312	1 7 5 7 4	AXBYN	CALAN	6	6.C.C 6.A.V 6.L.C 6.A.V 6.N.c	2.0 1.5 1.75 1.3 0.8	1	1881	1279
115	Banoni	road/path	sanana	s a n a n a	95	89 997 107 997 107 997	667	bann1247	3 7 4 7 4 7	AXBYBZ	SANANA	2	2.S.C 2.A.V 2.N.C 2.A.V 2.N.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1877	1279
116	Singhi	road/path	aran	a r a n	95	997 153 997 107	667	baub1235	7 5 7 4	XBYN	ARAN	15	15.A.V 15.R.C 15.A.V 15.N.c	1.5 1.75 1.3 0.8	0	1879	1279
2373	Maloh	root	urat	u r a t	35	868 153 997 120	670	emba1238	7 5 7 1	XBYN	YRAT	10	10.Y.V 10.R.C 10.A.V 10.T.c	1.5 1.75 1.3 0.8	0	1899	1284
2374	Merina_Malagasy	root	faka	f a k a	661	452 997 838 997	670	plat1254	3 7 1 7	AXBZ	BAKA	11	11.B.C 11.A.V 11.K.C 11.A.V	2.0 1.5 1.75 0.8	0	1894	1297
2375	Thao	root	lhamic	l h a m i c	171	554 405 997 241 1076 606	670	thao1240	5 3 7 4 7 1	ACYBYN	LHAMIC	17	17.L.C 17.H.C 17.A.V 17.M.C 17.I.V 17.C.c	2.0 1.5 1.3 1.75 1.3 0.8	0	1908	1285
2376	Palauan	root	rais	r a i s	-562	153 997 1076 89	670	pala1344	5 7 7 3	AXYN	RAIS	14	14.R.C 14.A.V 14.I.V 14.S.c	2.0 1.5 1.3 0.8	0	1905	1294
2377	Tunjung	root	akar	a k a r	661	997 838 997 153	670	tunj1244	7 1 7 5	XBYN	AKAR	19	19.A.V 19.K.C 19.A.V 19.R.c	1.5 1.75 1.3 0.8	0	1910	1292
2378	Bare'e	root	kale	k a l e	1526	838 997 554 1089	670	pamo1252	1 7 5 7	AXBZ	KALE	3	3.K.C 3.A.V 3.L.C 3.E.V	2.0 1.5 1.75 0.8	0	1895	1300
2379	Iban	root	urat	u r a t	35	868 153 997 120	670	iban1264	7 5 7 1	XBYN	YRAT	8	8.Y.V 8.R.C 8.A.V 8.T.c	1.5 1.75 1.3 0.8	0	1899	1284
2380	Berawan_Long_Terawan	root	gimauʔ	ɡ i m a u ʔ	-171	831 1076 241 997 868 409	670	west2564	1 7 4 7 7 1	AXBYYN	KIMAYH	4	4.K.C 4.I.V 4.M.C 4.A.V 4.Y.V 4.H.c	2.0 1.5 1.75 1.3 1.3 0.8	0	1896	1299
2381	Moken	root	jakan	j a k a n	-661	570 997 838 997 107	670	moke1242	6 7 1 7 4	AXBYN	JAKAN	12	12.J.C 12.A.V 12.K.C 12.A.V 12.N.c	2.0 1.5 1.75 1.3 0.8	0	1903	1296
2382	Hanunoo	root	gamut	ɡ a m u t	171	831 997 241 868 120	670	hanu1241	1 7 4 7 1	AXBYN	KAMYT	7	7.K.C 7.A.V 7.M.C 7.Y.V 7.T.c	2.0 1.5 1.75 1.3 0.8	0	1896	1285
2383	Wuna	root	paraka	p a r a k a	661	291 997 153 997 838 997	670	muna1247	1 7 5 7 1 7	AXBYBZ	PARAKA	20	20.P.C 20.A.V 20.R.C 20.A.V 20.K.C 20.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1911	1291
2384	Tetum	root	abut	a b u t	171	997 257 868 120	670	tetu1246	7 1 7 1	XBYN	APYT	16	16.A.V 16.P.C 16.Y.V 16.T.c	1.5 1.75 1.3 0.8	0	1907	1284
2385	Mailu	root	miri	m i r i	2020	241 1076 153 1076	670	mail1248	4 7 5 7	AXBZ	MIRI	9	9.M.C 9.I.V 9.R.C 9.I.V	2.0 1.5 1.75 0.8	0	1900	1298
2386	Mailu	root	tai	t a i	2021	120 997 1076	670	mail1248	1 7 7	AXZ	TAI	9	9.T.C 9.A.V 9.I.V	2.0 1.5 0.8	0	1915	1288
2387	Tsou	root	misi	m i s i	171	241 1076 89 1076	670	tsou1248	4 7 3 7	AXBZ	MISI	18	18.M.C 18.I.V 18.S.C 18.I.V	2.0 1.5 1.75 0.8	0	1909	1293
2388	Nias	root	lali	l a l i	-720	554 997 554 1076	670	nias1242	5 7 5 7	AXBZ	LALI	13	13.L.C 13.A.V 13.L.C 13.I.V	2.0 1.5 1.75 0.8	0	1904	1295
2389	Nias	root	w̃aʔa	w̃ a ʔ a	661	460 997 409 997	670	nias1242	6 7 1 7	AXBZ	WAHA	13	13.W.C 13.A.V 13.H.C 13.A.V	2.0 1.5 1.75 0.8	0	1916	1287
2390	Central Amis	root	lamit	l a m i t	171	554 997 241 1076 120	670	amis1246	5 7 4 7 1	AXBYN	LAMIT	5	5.L.C 5.A.V 5.M.C 5.I.V 5.T.c	2.0 1.5 1.75 1.3 0.8	0	1897	1285
2391	Central Amis	root	limit	l i m i t	171	554 1076 241 1076 120	670	amis1246	5 7 4 7 1	AXBYN	LIMIT	5	5.L.C 5.I.V 5.M.C 5.I.V 5.T.c	2.0 1.5 1.75 1.3 0.8	0	1897	1285
2392	Banoni	root	bagarana	b a ɡ a r a n a	664	257 997 831 997 153 997 107 997	670	bann1247	1 7 1 7 5 7 4 7	AXBYBYBZ	PAKARANA	2	2.P.C 2.A.V 2.K.C 2.A.V 2.R.C 2.A.V 2.N.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1894	1301
2393	Banoni	root	vapopokana	v a p o p o k a n a	2678	451 997 291 887 291 887 838 997 107 997	670	bann1247	3 7 1 7 1 7 1 7 4 7	AXBYBYBYBZ	BAPUPUKANA	2	2.B.C 2.A.V 2.P.C 2.U.V 2.P.C 2.U.V 2.K.C 2.A.V 2.N.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	1913	1289
2394	Singhi	root	at	a t	35	997 120	670	baub1235	7 1	XN	AT	15	15.A.V 15.T.c	1.5 0.8	0	1906	1284
2395	Singhi	root	bokah	b o k a h	661	257 887 838 997 405	670	baub1235	1 7 1 7 3	AXBYN	PUKAH	15	15.P.C 15.U.V 15.K.C 15.A.V 15.H.c	2.0 1.5 1.75 1.3 0.8	0	1894	1286
2396	Banggi	root	fahat	f a h a t	-661	452 997 405 997 120	670	bong1289	3 7 3 7 1	AXBYN	BAHAT	1	1.B.C 1.A.V 1.H.C 1.A.V 1.T.c	2.0 1.5 1.75 1.3 0.8	0	1893	1302
2397	Banggi	root	braːn	b r aː n	2868	257 153 1004 107	670	bong1289	1 5 7 4	ACXN	PRAN	1	1.P.C 1.R.C 1.A.V 1.N.c	2.0 1.5 1.5 0.8	0	1911	1290
1310	Maloh	rope	tali	t a l i	689	120 997 554 1076	1218	emba1238	1 7 5 7	AXBZ	TALI	10	10.T.C 10.A.V 10.L.C 10.I.V	2.0 1.5 1.75 0.8	0	1917	1303
1311	Merina_Malagasy	rope	tadj	t a d j	689	120 997 145 570	1218	plat1254	1 7 1 6	AXBC	TATJ	11	11.T.C 11.A.V 11.T.C 11.J.C	2.0 1.5 1.75 1.5	0	1927	1310
1312	Thao	rope	qlhiw	q l h i w	1187	757 554 405 1076 462	1218	thao1240	1 5 3 7 6	AXBYN	KLHIW	17	17.K.C 17.L.V 17.H.C 17.I.V 17.W.c	2.0 1.5 1.75 1.3 0.8	0	1918	1304
1313	Palauan	rope	cʰekil	cʰ e k i l	1295	604 1089 838 1076 554	1218	pala1344	1 7 1 7 5	AXBYN	CEKIL	14	14.C.C 14.E.V 14.K.C 14.I.V 14.L.c	2.0 1.5 1.75 1.3 0.8	0	1930	1308
1314	Tunjung	rope	taliʔ	t a l i ʔ	689	120 997 554 1076 409	1218	tunj1244	1 7 5 7 1	AXBYN	TALIH	19	19.T.C 19.A.V 19.L.C 19.I.V 19.H.c	2.0 1.5 1.75 1.3 0.8	0	1917	1303
1315	Bare'e	rope	wajaː	w a j aː	1504	462 997 570 1004	1218	pamo1252	6 7 6 7	AXBZ	WAJA	3	3.W.C 3.A.V 3.J.C 3.A.V	2.0 1.5 1.75 0.8	0	1919	1305
1316	Iban	rope	tali	t a l i	689	120 997 554 1076	1218	iban1264	1 7 5 7	AXBZ	TALI	8	8.T.C 8.A.V 8.L.C 8.I.V	2.0 1.5 1.75 0.8	0	1917	1303
1317	Berawan_Long_Terawan	rope	taleh	t a l e h	689	120 997 554 1089 405	1218	west2564	1 7 5 7 3	AXBYN	TALEH	4	4.T.C 4.A.V 4.L.C 4.E.V 4.H.c	2.0 1.5 1.75 1.3 0.8	0	1917	1303
1318	Moken	rope	kəwaj	k ə w a j	1735	838 1022 462 997 570	1218	moke1242	1 7 6 7 6	AXBYN	KEWAJ	12	12.K.C 12.E.V 12.W.C 12.A.V 12.J.c	2.0 1.5 1.75 1.3 0.8	0	1928	1309
1319	Hanunoo	rope	lubid	l u b i d	292	554 868 257 1076 145	1218	hanu1241	5 7 1 7 1	AXBYN	LYPIT	7	7.L.C 7.Y.V 7.P.C 7.I.V 7.T.c	2.0 1.5 1.75 1.3 0.8	0	1923	1312
1320	Wuna	rope	rabuta	r a b u t a	2	153 997 257 868 120 997	1218	muna1247	5 7 1 7 1 7	AXBYBZ	RAPYTA	20	20.R.C 20.A.V 20.P.C 20.Y.V 20.T.C 20.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1923	1306
1321	Tetum	rope	talin	t a l i n	689	120 997 554 1076 107	1218	tetu1246	1 7 5 7 4	AXBYN	TALIN	16	16.T.C 16.A.V 16.L.C 16.I.V 16.N.c	2.0 1.5 1.75 1.3 0.8	0	1917	1303
1322	Mailu	rope	oraora	o r a o r a	1976	887 153 997 887 153 997	1218	mail1248	7 5 7 7 5 7	XBYYBZ	URAURA	9	9.U.V 9.R.C 9.A.V 9.U.V 9.R.C 9.A.V	1.5 1.75 1.3 1.3 1.75 0.8	0	1925	1311
1323	Tsou	rope	teési	t e e s i	689	120 1089 1089 89 1076	1218	tsou1248	1 7 7 3 7	AXYBZ	TEESI	18	18.T.C 18.E.V 18.E.V 18.S.C 18.I.V	2.0 1.5 1.3 1.75 0.8	0	1934	1307
1324	Nias	rope	tali	t a l i	689	120 997 554 1076	1218	nias1242	1 7 5 7	AXBZ	TALI	13	13.T.C 13.A.V 13.L.C 13.I.V	2.0 1.5 1.75 0.8	0	1917	1303
1325	Central Amis	rope	keliw	k e l i w	2379	838 1089 554 1076 462	1218	amis1246	1 7 5 7 6	AXBYN	KELIW	5	5.K.C 5.E.V 5.L.C 5.I.V 5.W.c	2.0 1.5 1.75 1.3 0.8	0	1918	1304
1326	Chamorro	rope	tali	t a l i	689	120 997 554 1076	1218	cham1312	1 7 5 7	AXBZ	TALI	6	6.T.C 6.A.V 6.L.C 6.I.V	2.0 1.5 1.75 0.8	0	1917	1303
1327	Banoni	rope	kurum	k u r u m	2631	838 868 153 868 241	1218	bann1247	1 7 5 7 4	AXBYN	KYRYM	2	2.K.C 2.Y.V 2.R.C 2.Y.V 2.M.c	2.0 1.5 1.75 1.3 0.8	0	1918	1313
1328	Singhi	rope	taris	t a r i s	689	120 997 153 1076 89	1218	baub1235	1 7 5 7 3	AXBYN	TARIS	15	15.T.C 15.A.V 15.R.C 15.I.V 15.S.c	2.0 1.5 1.75 1.3 0.8	0	1917	1303
1329	Banggi	rope	tali	t a l i	689	120 997 554 1076	1218	bong1289	1 7 5 7	AXBZ	TALI	1	1.T.C 1.A.V 1.L.C 1.I.V	2.0 1.5 1.75 0.8	0	1917	1303
2305	Maloh	rotten	bauruk	b a u r u k	457	257 997 868 153 868 838	1728	emba1238	1 7 7 5 7 1	AXYBYN	PAYRYK	10	10.P.C 10.A.V 10.Y.V 10.R.C 10.Y.V 10.K.c	2.0 1.5 1.3 1.75 1.3 0.8	0	1942	1314
2306	Maloh	rotten	buruk	b u r u k	457	257 868 153 868 838	1728	emba1238	1 7 5 7 1	AXBYN	PYRYK	10	10.P.C 10.Y.V 10.R.C 10.Y.V 10.K.c	2.0 1.5 1.75 1.3 0.8	0	1942	1314
2307	Merina_Malagasy	rotten	drodroka	d r o d r o k a	1111	145 153 887 145 153 887 838 997	1728	plat1254	1 5 7 1 5 7 1 7	ACXBCYBZ	TRUTRUKA	11	11.T.C 11.R.C 11.U.V 11.T.C 11.R.C 11.U.V 11.K.C 11.A.V	2.0 1.5 1.5 1.75 1.5 1.3 1.75 0.8	0	1945	1327
2308	Thao	rotten	mubluc	m u b l u c	1215	241 868 257 554 868 606	1728	thao1240	4 7 1 5 7 1	AXBCYN	MYPLYC	17	17.M.C 17.Y.V 17.P.C 17.L.C 17.Y.V 17.C.c	2.0 1.5 1.75 1.5 1.3 0.8	0	1939	1323
2309	Palauan	rotten	beémecʰ	b e e m e cʰ	1330	257 1089 1089 241 1089 604	1728	pala1344	1 7 7 4 7 1	AXYBYN	PEEMEC	14	14.P.C 14.E.V 14.E.V 14.M.C 14.E.V 14.C.c	2.0 1.5 1.3 1.75 1.3 0.8	0	1948	1314
2310	Tunjung	rotten	buruk	b u r u k	457	257 868 153 868 838	1728	tunj1244	1 7 5 7 1	AXBYN	PYRYK	19	19.P.C 19.Y.V 19.R.C 19.Y.V 19.K.c	2.0 1.5 1.75 1.3 0.8	0	1942	1314
2311	Bare'e	rotten	boŋko	b o ŋ k o	1524	257 887 801 838 887	1728	pamo1252	1 7 4 1 7	AXMBZ	PUNKU	3	3.P.C 3.U.V 3.N.c 3.K.C 3.U.V	2.0 1.5 1.1 1.75 0.8	0	1937	1318
2312	Iban	rotten	burok	b u r o k	457	257 868 153 887 838	1728	iban1264	1 7 5 7 1	AXBYN	PYRUK	8	8.P.C 8.Y.V 8.R.C 8.U.V 8.K.c	2.0 1.5 1.75 1.3 0.8	0	1942	1314
2313	Berawan_Long_Terawan	rotten	kuroʔ	k u r o ʔ	1666	838 868 153 887 409	1728	west2564	1 7 5 7 1	AXBYN	KYRUH	4	4.K.C 4.Y.V 4.R.C 4.U.V 4.H.c	2.0 1.5 1.75 1.3 0.8	0	1938	1330
2314	Berawan_Long_Terawan	rotten	kiŋəh	k i ŋ ə h	1667	838 1076 801 1022 405	1728	west2564	1 7 4 7 3	AXBYN	KINEH	4	4.K.C 4.I.V 4.N.C 4.E.V 4.H.c	2.0 1.5 1.75 1.3 0.8	0	1956	1320
2315	Moken	rotten	podoːt	p o d oː t	653	291 887 145 880 120	1728	moke1242	1 7 1 7 1	AXBYN	PUTUT	12	12.P.C 12.U.V 12.T.C 12.U.V 12.T.c	2.0 1.5 1.75 1.3 0.8	0	1946	1314
2316	Hanunoo	rotten	maʔibas	m a ʔ i b a s	457	241 997 409 1076 257 997 89	1728	hanu1241	4 7 1 7 1 7 3	AXBYBYN	MAHIPAS	7	7.M.C 7.A.V 7.H.C 7.I.V 7.P.C 7.A.V 7.S.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1941	1317
2317	Hanunoo	rotten	bujuk	b u j u k	457	257 868 570 868 838	1728	hanu1241	1 7 6 7 1	AXBYN	PYJYK	7	7.P.C 7.Y.V 7.J.C 7.Y.V 7.K.c	2.0 1.5 1.75 1.3 0.8	0	1958	1314
2318	Wuna	rotten	noburu	n o b u r u	457	107 887 257 868 153 868	1728	muna1247	4 7 1 7 5 7	AXBYBZ	NUPYRY	20	20.N.C 20.U.V 20.P.C 20.Y.V 20.R.C 20.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1954	1314
2319	Tetum	rotten	dodok	d o d o k	742	145 887 145 887 838	1728	tetu1246	1 7 1 7 1	AXBYN	TUTUK	16	16.T.C 16.U.V 16.T.C 16.U.V 16.K.c	2.0 1.5 1.75 1.3 0.8	0	1950	1324
2320	Mailu	rotten	moru	m o r u	2018	241 887 153 868	1728	mail1248	4 7 5 7	AXBZ	MURY	9	9.M.C 9.U.V 9.R.C 9.Y.V	2.0 1.5 1.75 0.8	1	1943	1328
2321	Tsou	rotten	nakuzo	n a k u z o	2169	107 997 838 868 80 887	1728	tsou1248	4 7 1 7 3 7	AXBYBZ	NAKYSU	18	18.N.C 18.A.V 18.K.C 18.Y.V 18.S.C 18.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1952	1322
2322	Nias	rotten	abou	a b o u	2285	997 257 887 868	1728	nias1242	7 1 7 7	XBYZ	APUY	13	13.A.V 13.P.C 13.U.V 13.Y.V	1.5 1.75 1.3 0.8	0	1947	1326
2323	Central Amis	rotten	mafunar	m a f u n a r	2425	241 997 452 868 107 997 153	1728	amis1246	4 7 3 7 4 7 5	AXBYBYN	MABYNAR	5	5.M.C 5.A.V 5.B.C 5.Y.V 5.N.C 5.A.V 5.R.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1939	1316
2324	Central Amis	rotten	mafuniʔ	m a f u n i ʔ	2426	241 997 452 868 107 1076 409	1728	amis1246	4 7 3 7 4 7 1	AXBYBYN	MABYNIH	5	5.M.C 5.A.V 5.B.C 5.Y.V 5.N.C 5.I.V 5.H.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1939	1316
2325	Chamorro	rotten	lamas	l a m a s	2552	554 997 241 997 89	1728	cham1312	5 7 4 7 3	AXBYN	LAMAS	6	6.L.C 6.A.V 6.M.C 6.A.V 6.S.c	2.0 1.5 1.75 1.3 0.8	0	1940	1329
2326	Banoni	rotten	raːpa	r aː p a	612	153 1004 291 997	1728	bann1247	5 7 1 7	AXBZ	RAPA	2	2.R.C 2.A.V 2.P.C 2.A.V	2.0 1.5 1.75 0.8	0	1936	1331
2327	Banoni	rotten	kupu	k u p u	2674	838 868 291 868	1728	bann1247	1 7 1 7	AXBZ	KYPY	2	2.K.C 2.Y.V 2.P.C 2.Y.V	2.0 1.5 1.75 0.8	0	1955	1321
2328	Banoni	rotten	biko	b i k o	2675	257 1076 838 887	1728	bann1247	1 7 1 7	AXBZ	PIKU	2	2.P.C 2.I.V 2.K.C 2.U.V	2.0 1.5 1.75 0.8	0	1961	1319
2329	Singhi	rotten	madue	m a d u e	2797	241 997 145 868 1089	1728	baub1235	4 7 1 7 7	AXBYZ	MATYE	15	15.M.C 15.A.V 15.T.C 15.Y.V 15.E.V	2.0 1.5 1.75 1.3 0.8	0	1935	1325
2330	Singhi	rotten	modam	m o d a m	608	241 887 145 997 241	1728	baub1235	4 7 1 7 4	AXBYN	MUTAM	15	15.M.C 15.U.V 15.T.C 15.A.V 15.M.c	2.0 1.5 1.75 1.3 0.8	0	1935	1315
2331	Banggi	rotten	mutaŋ	m u t a ŋ	2867	241 868 120 997 801	1728	bong1289	4 7 1 7 4	AXBYN	MYTAN	1	1.M.C 1.Y.V 1.T.C 1.A.V 1.N.c	2.0 1.5 1.75 1.3 0.8	0	1935	1315
2581	Maloh	salt	siaʔ	s i a ʔ	623	89 1076 997 409	1274	emba1238	3 7 7 1	AXYN	SIAH	10	10.S.C 10.I.V 10.A.V 10.H.c	2.0 1.5 1.3 0.8	0	1971	1333
2582	Thao	salt	qtilha	q t i l h a	623	757 120 1076 554 405 997	1274	thao1240	1 1 7 5 3 7	ACYMBZ	KTILHA	17	17.K.C 17.T.C 17.I.V 17.L.c 17.H.C 17.A.V	2.0 1.5 1.3 1.1 1.75 0.8	0	1976	1337
2583	Tunjung	salt	cehaʔ	c e h a ʔ	1448	606 1089 405 997 409	1274	tunj1244	1 7 3 7 1	AXBYN	CEHAH	19	19.C.C 19.E.V 19.H.C 19.A.V 19.H.c	2.0 1.5 1.75 1.3 0.8	0	1978	1333
2584	Bare'e	salt	bure	b u r e	1528	257 868 153 1089	1274	pamo1252	1 7 5 7	AXBZ	PYRE	3	3.P.C 3.Y.V 3.R.C 3.E.V	2.0 1.5 1.75 0.8	0	1964	1342
2585	Iban	salt	garam	ɡ a r a m	317	831 997 153 997 241	1274	iban1264	1 7 5 7 4	AXBYN	KARAM	8	8.K.C 8.A.V 8.R.C 8.A.V 8.M.c	2.0 1.5 1.75 1.3 0.8	0	1966	1340
2586	Berawan_Long_Terawan	salt	usən	u s ə n	-623	868 89 1022 107	1274	west2564	7 3 7 4	XBYN	YSEN	4	4.Y.V 4.S.C 4.E.V 4.N.c	1.5 1.75 1.3 0.8	0	1965	1332
2587	Moken	salt	selaʔ	s e l a ʔ	623	89 1089 554 997 409	1274	moke1242	3 7 5 7 1	AXBYN	SELAH	12	12.S.C 12.E.V 12.L.C 12.A.V 12.H.c	2.0 1.5 1.75 1.3 0.8	0	1970	1333
2588	Hanunoo	salt	asin	a s i n	486	997 89 1076 107	1274	hanu1241	7 3 7 4	XBYN	ASIN	7	7.A.V 7.S.C 7.I.V 7.N.c	1.5 1.75 1.3 0.8	0	1965	1332
2589	Wuna	salt	gohia	ɡ o h i a	623	831 887 405 1076 997	1274	muna1247	1 7 3 7 7	AXBYZ	KUHIA	20	20.K.C 20.U.V 20.H.C 20.I.V 20.A.V	2.0 1.5 1.75 1.3 0.8	0	1978	1335
2590	Tetum	salt	masin	m a s i n	486	241 997 89 1076 107	1274	tetu1246	4 7 3 7 4	AXBYN	MASIN	16	16.M.C 16.A.V 16.S.C 16.I.V 16.N.c	2.0 1.5 1.75 1.3 0.8	0	1975	1332
2591	Mailu	salt	sari	s a r i	687	89 997 153 1076	1274	mail1248	3 7 5 7	AXBZ	SARI	9	9.S.C 9.A.V 9.R.C 9.I.V	2.0 1.5 1.75 0.8	0	1970	1339
2592	Tsou	salt	sieu	s i e u	2179	89 1076 1089 868	1274	tsou1248	3 7 7 7	AXYZ	SIEY	18	18.S.C 18.I.V 18.E.V 18.Y.V	2.0 1.5 1.3 0.8	0	1977	1336
2593	Nias	salt	asi	a s i	623	997 89 1076	1274	nias1242	7 3 7	XBZ	ASI	13	13.A.V 13.S.C 13.I.V	1.5 1.75 0.8	1	1965	1332
2594	Central Amis	salt	cirah	c i r a h	623	606 1076 153 997 405	1274	amis1246	1 7 5 7 3	AXBYN	CIRAH	5	5.C.C 5.I.V 5.R.C 5.A.V 5.H.c	2.0 1.5 1.75 1.3 0.8	0	1966	1333
2595	Central Amis	salt	cilah	c i l a h	623	606 1076 554 997 405	1274	amis1246	1 7 5 7 3	AXBYN	CILAH	5	5.C.C 5.I.V 5.L.C 5.A.V 5.H.c	2.0 1.5 1.75 1.3 0.8	0	1966	1333
2596	Chamorro	salt	asiga	a s i ɡ a	623	997 89 1076 831 997	1274	cham1312	7 3 7 1 7	XBYBZ	ASIKA	6	6.A.V 6.S.C 6.I.V 6.K.C 6.A.V	1.5 1.75 1.3 1.75 0.8	0	1965	1332
2597	Banoni	salt	tsigo	t s i ɡ o	2688	120 89 1076 831 887	1274	bann1247	1 3 7 1 7	ACXBZ	TSIKU	2	2.T.C 2.S.C 2.I.V 2.K.C 2.U.V	2.0 1.5 1.5 1.75 0.8	0	1963	1334
2598	Singhi	salt	garoe	ɡ a r o e	317	831 997 153 887 1089	1274	baub1235	1 7 5 7 7	AXBYZ	KARUE	15	15.K.C 15.A.V 15.R.C 15.U.V 15.E.V	2.0 1.5 1.75 1.3 0.8	0	1966	1338
2599	Banggi	salt	timus	t i m u s	762	120 1076 241 868 89	1274	bong1289	1 7 4 7 3	AXBYN	TIMYS	1	1.T.C 1.I.V 1.M.C 1.Y.V 1.S.c	2.0 1.5 1.75 1.3 0.8	0	1962	1341
2497	Maloh	sand	kasik	k a s i k	-509	838 997 89 1076 838	671	emba1238	1 7 3 7 1	AXBYN	KASIK	10	10.K.C 10.A.V 10.S.C 10.I.V 10.K.c	2.0 1.5 1.75 1.3 0.8	0	1987	1352
